id,address,emergency_medical_institution_type,hospital_name,latitude,longitude,phone_number1,phone_number3,region
163,경상남도 산청군 산청읍 중앙로 97,지역응급의료기관,산청군보건의료원,35.4160463200281,127.88419591621032,055-970-7500,055-970-7582,Youngnam
164,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",지역응급의료센터,삼성서울병원,37.48851613490445,127.08668245340024,02-3410-2114,02-3410-2060,Seoul_Gyungi
165,경상남도 합천군 합천읍 대야로 876,지역응급의료기관,삼성합천병원,35.56635668398722,128.16327169035327,055-933-2200,070-5125-5030,Youngnam
166,부산광역시 서구 대티로 170 (서대신동2가),지역응급의료기관,삼육부산병원,35.11177720675051,129.01074979097717,051-242-9751,051-600-7750,Youngnam
167,서울특별시 동대문구 망우로 82 (휘경동),지역응급의료센터,삼육서울병원,37.5879920013054,127.0653288266823,02-2244-0191,02-2210-3566,Seoul_Gyungi
168,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",지역응급의료기관,삼일병원,35.8327479530047,128.5538551132049,053-659-3100,053-659-3119,Youngnam
169,"경상남도 사천시 중앙로 136, 삼천포제일병원 (벌리동)",지역응급의료기관,삼천포제일병원,34.9375392862,128.0795128117,055-833-4400,055-830-3099,Youngnam
170,광주광역시 서구 상무자유로 181-7 (치평동),지역응급의료기관,상무병원,35.15242290709782,126.85391840686486,062-600-7000,062-600-7119,Honam
171,경상북도 상주시 상서문로 53 (남성동),지역응급의료기관,상주적십자병원,36.414640776098,128.15560122041242,054-534-3501,054-530-3171,Youngnam
172,충청남도 금산군 금산읍 비단로 183,응급실운영신고기관,새금산병원,36.10403152848004,127.49620122672218,041-754-8272,041-754-8053,Honam
173,경상남도 통영시 무전7길 192 (무전동),지역응급의료기관,새통영병원,34.86535758722789,128.4206525557243,055-646-6000,055-640-4119,Youngnam
174,광주광역시 서구 금화로59번길 6 (금호동),지역응급의료센터,서광병원,35.132568331498724,126.85552710578938,062-600-8000,062-600-8119,Honam
175,충청남도 서산시 수석산업로 5 (수석동),지역응급의료기관,서산중앙병원,36.78101237096687,126.50342177166652,041-661-1000,041-661-1195,Chungchung
176,서울특별시 종로구 대학로 101 (연건동),권역응급의료센터,서울대학교병원,37.57966608924356,126.99896308412193,1588-5700,02-2072-2475,Seoul_Gyungi
177,서울특별시 종로구 대학로 101 (연건동),응급실운영신고기관,서울대학교치과병원,37.5804523853297,126.997196437908,1522-2700,02-6256-3362,Seoul_Gyungi
178,"울산광역시 울주군 삼남읍 중평로 53, 서울산보람병원",지역응급의료기관,서울산보람병원,35.55991148325753,129.12071299840133,052-255-7114,052-255-7119,Youngnam
179,"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",지역응급의료기관,서울성심병원,37.58419129209865,127.04983805981972,02-966-1616,02-966-1616,Seoul_Gyungi
180,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",지역응급의료기관,서울적십자병원,37.56715536263689,126.96699861289684,02-2002-8000,02-2002-8888,Seoul_Gyungi
181,서울특별시 동대문구 무학로 124 (용두동),지역응급의료기관,서울특별시동부병원,37.57539886464885,127.03140257525509,02-920-9114,02-920-9119,Seoul_Gyungi
182,서울특별시 동작구 보라매로5길 20 (신대방동),지역응급의료센터,서울특별시보라매병원,37.4937184009319,126.92404876254014,02-870-2114,02-870-2119,Seoul_Gyungi
183,서울특별시 양천구 신정이펜1로 20 (신정동),지역응급의료기관,서울특별시서남병원,37.51201935883779,126.8331299304024,1566-6688,02-6300-9129,Seoul_Gyungi
184,서울특별시 중랑구 신내로 156 (신내동),권역응급의료센터,서울특별시서울의료원,37.61286931510163,127.0980910949257,02-2276-7000,02-2276-7403,Seoul_Gyungi
185,"서울특별시 강북구 도봉로 374 (번동, 서울현대병원)",응급실운영신고기관,서울현대병원,37.6402559204261,127.028504374531,02-1588-6853,02-902-9119,Seoul_Gyungi
186,광주광역시 서구 무진대로 975 (광천동),응급실운영신고기관,선한병원,35.161551665649306,126.88702689023856,062-466-1000,062-466-1119,Honam
187,전라남도 순천시 순광로 221 (조례동),권역응급의료센터,성가롤로병원,34.9634252378637,127.542308899549,061-720-2000,061-720-6119,Youngnam
188,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",지역응급의료센터,성남시의료원,37.44498428779224,127.13905704599767,031-738-7000,031-738-7300,Seoul_Gyungi
189,경기도 성남시 중원구 산성대로476번길 12 (금광동),지역응급의료기관,성남중앙병원,37.4528032109466,127.16209535008764,031-743-3000,031-799-5599,Seoul_Gyungi
190,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",응급실운영신고기관,성모윌병원,37.4344473895,127.1282853418,031-751-2075,1833-5001,Seoul_Gyungi
191,서울특별시 강동구 성안로 150 (길동),지역응급의료센터,성심의료재단강동성심병원,37.53598408220376,127.13526354631516,02-2224-2114,02-2224-2358,Seoul_Gyungi
192,"경기도 평택시 안중읍 안현로서6길 16, 성심중앙병원",응급실운영신고기관,성심중앙병원,36.9840021910249,126.92773248728592,031-681-1119,031-681-1119,Chungchung
193,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",지역응급의료센터,성애의료재단성애병원,37.51205044957338,126.92236733617032,02-840-7114,02-840-7115,Seoul_Gyungi
194,경상북도 성주군 성주읍 성주읍3길 5-3,응급실운영신고기관,성주무강병원,35.91869489182473,128.28669967111344,054-932-1212,054-932-1909,Youngnam
195,서울특별시 종로구 통일로 256 (무악동),지역응급의료기관,세란병원,37.57534016994642,126.9577071892358,02-737-0181,02-737-0181,Seoul_Gyungi
196,부산광역시 금정구 서동로 162 (서동),응급실운영신고기관,세웅병원,35.214424760113644,129.10408278932294,051-500-9700,051-500-9671,Youngnam
197,"부산광역시 동구 중앙대로 317 (초량동, 세일병원)",응급실운영신고기관,세일병원,35.12484866424028,129.0445941872797,051-464-8110,051-460-5277,Youngnam
198,"경기도 여주시 청심로 39, 세종여주병원 (하동)",지역응급의료기관,세종여주병원,37.3013258027,127.6267201581,031-880-7700,031-880-7754,Seoul_Gyungi
199,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",지역응급의료센터,세종충남대학교병원,36.5195133641377,127.257942661368,1800-3114,044-995-3010,Chungchung
200,"광주광역시 광산구 송도로 232 (송정동, 송정사랑병원)",응급실운영신고기관,송정사랑병원,35.13421179794,126.79736841847564,062-949-9000,062-949-9119,Honam
201,경기도 수원시 권선구 권선로 654 (권선동),응급실운영신고기관,수원중앙병원,37.259913344591446,127.0228408488501,031-229-9777,031-229-9888,Seoul_Gyungi
202,전북특별자치도 순창군 순창읍 교성로 135 (순창군보건의료원),지역응급의료기관,순창군보건의료원,35.36714953529629,127.14386670292174,063-650-5321,063-650-5352,Honam
203,"경기도 성남시 수정구 수정로 76, 지하3~10층 (수진동)",지역응급의료기관,순천의료재단성남정병원,37.43962497395649,127.12863916535,031-750-6000,031-750-6003,Seoul_Gyungi
204,전라남도 순천시 기적의도서관1길 3 (조례동),지역응급의료기관,순천제일병원,34.95422459893048,127.52385648056844,061-720-3413,061-720-3800,Youngnam
205,전라남도 순천시 장명로 5 (장천동),지역응급의료기관,순천중앙병원,34.95165645129011,127.4844113418781,061-743-9021,061-749-5119,Honam
206,"경상북도 구미시 1공단로 179 (공단동, (공단동))",지역응급의료센터,순천향대학교부속구미병원,36.10286857919866,128.38265476387454,054-468-9114,054-468-9119,Youngnam
207,경기도 부천시 원미구 조마루로 170 (중동),권역응급의료센터,순천향대학교부속부천병원,37.49857073407877,126.76238239812,032-621-5114,032-621-5117,Seoul_Gyungi
208,서울특별시 용산구 대사관로 59 (한남동),지역응급의료센터,순천향대학교부속서울병원,37.53384172231443,127.00441798640304,02-709-9114,02-709-9117,Seoul_Gyungi
209,경상남도 함안군 칠원읍 용산2길 45-13,응급실운영신고기관,시영의료재단 영동병원,35.308982637512486,128.51554361153526,055-586-2000,055-586-2000,Youngnam
210,광주광역시 광산구 목련로 316 (신가동),지역응급의료기관,신가병원,35.177619444444446,126.8298,062-610-8702,062-610-8119,Honam
211,"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)",응급실운영신고기관,신촌연세병원,37.5525892651719,126.933734666413,02-337-7582,02-337-7582,Seoul_Gyungi
212,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",응급실운영신고기관,씨엠병원,37.51884832876216,126.90367981067836,02-2678-0001,070-4698-7811,Seoul_Gyungi
213,충청남도 아산시 문화로 381 (모종동),지역응급의료센터,아산충무병원,36.77929250489765,127.0199488549524,041-536-6666,041-536-6519,Chungchung
214,경기도 수원시 영통구 월드컵로 164 (원천동),권역응급의료센터,아주대학교병원,37.2794477573662,127.04752107106702,031-219-5114,031-219-7777,Seoul_Gyungi
215,경상북도 안동시 서동문로 99 (금곡동),지역응급의료센터,안동성소병원,36.56712693337398,128.72245351866204,054-857-2321,054-850-8282,Seoul_Gyungi
216,경기도 안성시 시장길 58 (서인동),지역응급의료기관,안성성모병원,37.00610345894585,127.2708442991513,031-675-6007,031-675-8275,Seoul_Gyungi
217,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)",지역응급의료센터,안은의료재단 부평세림병원,37.50684250997099,126.71994675790395,032-509-5555,032-509-5777,Seoul_Gyungi
218,경상남도 양산시 물금읍 금오로 20,권역응급의료센터,양산부산대학교병원,35.32781996751182,129.00588613550423,055-360-1000,055-360-1463,Youngnam
219,경기도 양주시 회정로 103 (덕정동),응급실운영신고기관,양주예쓰병원,37.83756356362081,127.06463890111564,031-825-5000,031-825-1119,Seoul_Gyungi
220,경기도 양평군 양평읍 중앙로 129,지역응급의료기관,양평병원,37.493962635485616,127.50347093330032,031-770-5000,031-770-5176,Seoul_Gyungi
221,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",지역응급의료기관,에스포항병원,36.0348228983,129.3314002552,054-289-9000,054-289-9120,Youngnam
222,경기도 가평군 설악면 미사리로 267-177,응급실운영신고기관,에이치제이매그놀리아국제병원,37.69104512763415,127.52141322182568,031-589-4300,031-589-4465,Seoul_Gyungi
223,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",지역응급의료기관,엘병원,37.6487334911668,127.141048740049,1899-3377,031-527-6119,Seoul_Gyungi
224,"전라남도 여수시 좌수영로 49 (광무동, 전남병원)",지역응급의료기관,여수전남병원,34.74501919502327,127.72808408876028,061-640-7575,061-640-7118,Youngnam
225,전라남도 여수시 여천체육공원길 10 (신기동),응급실운영신고기관,여수한국병원,34.761243178966986,127.67509537253795,061-689-9000,061-689-9119,Youngnam
226,전라남도 여수시 무선로 95 (선원동),지역응급의료센터,여천전남병원,34.76918041182927,127.65404273510528,061-690-6900,061-690-6118,Youngnam
227,강원특별자치도 원주시 일산로 20 (일산동),권역응급의료센터,연세대학교원주세브란스기독병원,37.34795543031888,127.9456453098751,033-741-0114,033-741-1641,Seoul_Gyungi
228,"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",지역응급의료센터,연세대학교의과대학강남세브란스병원,37.49280698464548,127.04631254186796,02-2019-3114,02-2019-3333,Seoul_Gyungi
229,서울특별시 서대문구 연세로 50-1 (신촌동),지역응급의료센터,연세대학교의과대학세브란스병원,37.56211711412639,126.94082769649864,15991004,02-2227-7777,Seoul_Gyungi
230,경기도 용인시 기흥구 동백죽전대로 363 (중동),지역응급의료센터,연세대학교의과대학용인세브란스병원,37.27077583197877,127.14818862464035,1899-1004,031-5189-9001,Seoul_Gyungi
231,경기도 여주시 영릉로 22 (창동),응급실운영신고기관,연세새로운병원,37.289871650589454,127.63287952191529,031-885-7582,031-885-7582,Seoul_Gyungi
232,경상남도 창원시 진해구 해원로32번길 13 (이동),지역응급의료기관,연세에스병원,35.1547321003,128.6983352518,055-548-7700,055-548-7789,Youngnam
233,경기도 연천군 전곡읍 은대성로 95,지역응급의료기관,연천군보건의료원,38.02374166666665,127.06124444444444,031-839-4001,031-839-4119,Seoul_Gyungi
234,"전라남도 영광군 영광읍 와룡로 3,",지역응급의료기관,영광종합병원,35.2841836238628,126.498940298383,061-350-8000,061-350-8129,Honam
235,대구광역시 남구 현충로 170 (대명동),권역응급의료센터,영남대학교병원,35.84750592025217,128.58513118547506,053-623-8001,053-620-3177,Youngnam
236,경상북도 영천시 오수1길 10 (오수동),지역응급의료기관,영남대학교의과대학부속영천병원,35.957320739100794,128.91305328332228,0543389000,054-330-7575,Youngnam
237,부산광역시 영도구 태종로 85 (대교동2가),지역응급의료기관,영도병원,35.09227119620571,129.04053714557975,051-414-8101,051-419-7575,Youngnam
238,전라남도 영암군 영암읍 오리정길 8,지역응급의료기관,영암한국병원,34.794341315816496,126.70116990992956,061-470-7100,061-470-7118,Honam
239,경상북도 영주시 구성로 380 (영주동),지역응급의료기관,영주기독병원,36.82516126894279,128.62114810991983,054-635-6161,054-635-3050,Seoul_Gyungi
240,경상북도 영주시 대동로31번길 9 (가흥동),응급실운영신고기관,영주자인병원,36.815947445861305,128.60561041705353,054-633-1131,,Seoul_Gyungi
241,"경상북도 영주시 대학로 327-0 (가흥동,영주적십자병원)",지역응급의료기관,영주적십자병원,36.8252579707,128.6040034927,054-630-0100,054-630-0112,Seoul_Gyungi
242,충청남도 예산군 예산읍 신례원로 26,응급실운영신고기관,예산명지병원,36.71373026149238,126.83416958942117,041-335-2255,041-335-5166,Chungchung
243,경기도 오산시 밀머리로1번길 16 (원동),지역응급의료센터,오산한국병원,37.14122844920573,127.07533756274844,031-379-8300,031-378-5119,Seoul_Gyungi
244,충청북도 청주시 청원구 오창읍 중부로 683,응급실운영신고기관,오창중앙병원,36.70680258158961,127.42965176665308,043-218-0119,043-218-0119,Chungchung
245,경기도 안산시 단원구 선부로 201 (선부동),응급실운영신고기관,온누리병원,37.34182861904807,126.8175567728982,031-412-2200,031-412-2222,Seoul_Gyungi
246,인천광역시 서구 완정로 199 (왕길동),지역응급의료기관,온누리병원,37.60280557009656,126.65430866269227,032-567-6200,032-568-9112,Seoul_Gyungi
247,"전라남도 완도군 노화읍 노화로 813, 노화보건지소",응급실운영신고기관,완도군노화읍보건지소,34.17730585378432,126.5709379204226,061-550-6800,,Honam
248,전라남도 완도군 완도읍 청해진동로 63,지역응급의료기관,완도대성병원,34.31716999454396,126.73556371420688,061-553-1234,061-554-9500,Honam
249,서울특별시 강서구 하늘길 70 (과해동),응급실운영신고기관,우리들병원,37.56199597494205,126.7963653099318,02-2660-7500,02-2660-7057,Seoul_Gyungi
250,광주광역시 북구 북문대로 191 (운암동),지역응급의료기관,운암한국병원,35.18513334103592,126.86956982285518,062-608-8000,062-608-8119,Honam
251,경상북도 울릉군 울릉읍 울릉순환로 396-18,지역응급의료기관,울릉군보건의료원,37.48588602454544,130.89947707708177,054-790-6871,054-790-6911,Seoul_Gyungi
252,울산광역시 남구 월평로171번길 13 (신정동),지역응급의료센터,울산병원,35.54621707569275,129.32309962689618,052-259-5000,052-259-5119,Youngnam
253,울산광역시 북구 호계로 285 (호계동),응급실운영신고기관,울산엘리야병원,35.62891129475159,129.350630148322,052-290-2100,052-290-2119,Youngnam
254,경상북도 울진군 울진읍 현내항길 71,지역응급의료기관,울진군의료원,36.99264955966117,129.40949155236495,054-785-7000,054-785-7119,Seoul_Gyungi
255,전북특별자치도 익산시 무왕로 895 (신동),권역응급의료센터,원광대학교병원,35.9642419612473,126.959306346821,063-859-1114,063-859-1165,Honam
256,경기도 군포시 산본로 321 (산본동),지역응급의료센터,원광대학교산본병원,37.359787179442414,126.93330716393872,031-390-2300,031-390-2345,Seoul_Gyungi
257,경기도 남양주시 화도읍 경춘로 1943-16,응급실운영신고기관,원병원,37.651957172510606,127.30437739416752,031-590-3114,031-5903-1189,Seoul_Gyungi
258,강원특별자치도 원주시 소초면 치악로 2473,응급실운영신고기관,원주성모병원,37.39364611118348,127.9845808143955,033-741-5000,033-741-5119,Seoul_Gyungi
259,경기도 구리시 건원대로 47 (인창동),응급실운영신고기관,윤서병원,37.60519852568096,127.13961137900536,031-553-6650,031-564-2222,Seoul_Gyungi
260,서울특별시 은평구 연서로 177 (갈현동),응급실운영신고기관,은평연세병원,37.6146922208583,126.917472218592,02-388-8114,02-388-0119,Seoul_Gyungi
261,경상북도 경산시 경안로 11 (백천동),지역응급의료기관,의)근원의료재단경산중앙병원,35.80882731345708,128.7401572913474,053-715-0100,053-715-0119,Youngnam
262,경상남도 의령군 의령읍 의병로14길 10,지역응급의료기관,의령병원,35.31860563079656,128.2586798056445,055-573-4100,055-573-6806,Youngnam
263,부산광역시 강서구 녹산산단321로 24-8 (송정동),응급실운영신고기관,의료법인 갑을의료재단 갑을녹산병원,35.090573808412124,128.85332092602837,051-974-8300,051-974-8414,Youngnam
264,전라남도 영광군 영광읍 신남로 265,지역응급의료기관,의료법인 거명의료재단 영광기독병원,35.274959355007304,126.5108758767997,061-350-3000,061-350-3080,Honam
265,경상남도 거제시 계룡로5길 14 (상동동),지역응급의료기관,의료법인 거붕 백병원,34.873675809023304,128.62605696825915,055-733-0000,055-733-0180,Youngnam
266,"부산광역시 동래구 충렬대로 96 (온천동, 광혜병원)",지역응급의료기관,의료법인 광혜의료재단 광혜병원,35.207033333333335,129.07113611111112,051-503-2111,051-504-2119,Youngnam
267,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)",권역응급의료센터,의료법인 길의료재단 길병원,37.45208024654252,126.70916173607196,032-460-3548,032-460-3012,Seoul_Gyungi
268,경상남도 거제시 두모길 16 (두모동),지역응급의료기관,의료법인 대우의료재단대우병원,34.87222152119712,128.72216421007292,055-680-8114,055-680-8119,Youngnam
269,"인천광역시 서구 원적로 23 (가좌동, 원적로 27번길 11(가좌동))",지역응급의료센터,의료법인 루가의료재단 나은병원,37.4890534064866,126.679450677348,032-584-0114,032-584-4119,Seoul_Gyungi
270,경기도 평택시 평택2로20번길 3 (평택동),지역응급의료기관,의료법인 박애의료재단 박애병원,36.99308383421509,127.08907896026508,031-652-2121,031-650-9219,Chungchung
271,경상남도 거제시 연초면 거제대로 4477,지역응급의료기관,의료법인 성념의료재단맑은샘병원,34.89793483097861,128.64371778461182,055-736-1004,055-736-0119,Youngnam
272,인천광역시 동구 샛골로 214 (송림동),지역응급의료기관,의료법인 성수의료재단 인천백병원,37.4772581429266,126.648504056866,032-765-7070,032-280-8119,Seoul_Gyungi
273,부산광역시 수영구 수영로679번길 8 (광안동),지역응급의료기관,의료법인 센텀의료재단 센텀종합병원,35.16637129021226,129.11466833709284,051-750-5000,051-750-5119,Youngnam
274,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",지역응급의료기관,의료법인 영제 의료재단 엔케이세종병원,36.47962250753158,127.26225618927695,044-850-7700,044-850-7705,Honam
275,"부산광역시 부산진구 가야대로 719, 767, 721, 본관 지하3~5층, 본관 6~11층 전부, 본관 12층 일부, 본관 13~14층 전부, (당감동)",지역응급의료센터,의료법인 온그룹의료재단 온종합병원,35.15787735996765,129.04998435792845,051-607-0133,051-607-0139,Youngnam
276,전라남도 장흥군 장흥읍 흥성로 74,지역응급의료기관,의료법인 우범의료재단 장흥종합병원,34.67726071666993,126.91093606650924,061-862-8300,061-860-1119,Honam
277,부산광역시 수영구 수영로 493 (남천동),지역응급의료기관,의료법인 은성의료재단 좋은강안병원,35.15015905669445,129.11072434834875,051-625-0900,051-610-9119,Youngnam
278,경상남도 남해군 남해읍 화전로 169,지역응급의료기관,의료법인 이도의료재단 남해병원,34.84640603127717,127.89425156305388,055-863-2201,055-860-6630,Youngnam
279,부산광역시 북구 만덕대로 59 (덕천동),지역응급의료기관,의료법인 인당의료재단 부민병원,35.21191431805676,129.0112123286087,051-330-3000,051-330-3129,Youngnam
280,부산광역시 해운대구 해운대로 584 (우동),지역응급의료기관,의료법인 인당의료재단 해운대부민병원,35.16142040775608,129.1556561002225,051-602-8000,051-602-8119,Youngnam
281,경기도 포천시 소흘읍 호국로 661,지역응급의료기관,의료법인 일심의료재단 포천우리병원,37.827495913257785,127.1481437183119,031-542-0222,031-541-8282,Seoul_Gyungi
282,"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",지역응급의료센터,의료법인 중앙의료재단 중앙병원,33.49234614827984,126.47058708143308,064786-7000,064-786-7777,Jeju
283,부산광역시 영도구 태종로 133 (봉래동3가),지역응급의료기관,의료법인 행도의료재단 해동병원,35.09194298219175,129.04386428258525,051-412-6161,051-410-6688,Youngnam
284,전라남도 광양시 진등길 93 (마동),지역응급의료기관,의료법인 현경의료재단 광양서울병원,34.957912006875524,127.69055714590516,061-798-9800,061-798-9819,Youngnam
285,제주특별자치도 제주시 서광로 193 (삼도일동),지역응급의료기관,의료법인 혜인의료재단 한국병원,33.500185921027,126.51698873048466,064-750-0000,064-750-0160,Jeju
286,경기도 평택시 송탄로 33 (장당동),지역응급의료기관,의료법인갈렌의료재단박병원,37.0482647009,127.0570038575,031-666-2600,031-662-4119,Seoul_Gyungi
287,경상남도 김해시 장유로 167-13 (부곡동),지역응급의료기관,의료법인갑을의료재단 갑을장유병원,35.208667155880995,128.80564300531228,055-310-6000,055-310-6119,Youngnam
288,강원특별자치도 강릉시 강릉대로419번길 42 (포남동),지역응급의료센터,의료법인강릉동인병원,37.77432579461282,128.90714180258507,033-650-6113,033-650-6105,Seoul_Gyungi
289,충청북도 진천군 진천읍 중앙북로 36,지역응급의료기관,의료법인건명의료재단중앙제일병원,36.85848747628605,127.44050791116804,043-533-1711,043-537-9119,Chungchung
290,대구광역시 달서구 감삼북길 141 (감삼동),지역응급의료기관,의료법인구의료재단구병원,35.85082313699737,128.54148303217696,053-560-9016,053-557-7119,Youngnam
291,"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",지역응급의료센터,의료법인나사렛의료재단나사렛국제병원,37.4079911136402,126.67046935782248,032-899-9999,032-899-9699,Seoul_Gyungi
292,"경기도 시흥시 군자천로 381, 시화병원 (정왕동)",지역응급의료센터,의료법인남촌의료재단시화병원,37.349955639806,126.736970968751,1811-7000,031-5189-0567,Seoul_Gyungi
293,경기도 수원시 팔달구 중부대로 165 (우만동),지역응급의료센터,의료법인녹산의료재단동수원병원,37.27816562305189,127.0343637912553,031-210-0114,031-210-0119,Seoul_Gyungi
294,충청북도 괴산군 괴산읍 임꺽정로 116-0 (괴산성모병원),지역응급의료기관,의료법인대광의료재단괴산성모병원,36.81544387632933,127.78424628538971,043-830-5400,043-830-5419,Seoul_Gyungi
295,경상북도 청도군 화양읍 청화로 79-7,지역응급의료기관,의료법인대남의료재단청도대남병원,35.64871261648798,128.73711323398672,054-373-0606,054-370-5112,Youngnam
296,전북특별자치도 익산시 무왕로 969 (신동),지역응급의료센터,의료법인대산의료재단익산병원,35.96168123354797,126.96649966881398,063-840-9114,063-840-9112,Honam
297,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",지역응급의료기관,의료법인대인의료재단다니엘종합병원,37.51232155788357,126.76948894065184,032-670-0001,032-670-0119,Seoul_Gyungi
298,경상북도 김천시 신음1길 12 (신음동),지역응급의료센터,의료법인덕산의료재단김천제일병원,36.13534199566352,128.11882383545816,054-420-9300,054-420-9500,Youngnam
299,울산광역시 중구 태화로 239 (태화동),지역응급의료센터,의료법인동강의료재단동강병원,35.55340950863559,129.30194290200075,052-241-1114,052-241-1190,Youngnam
300,"울산광역시 중구 외솔큰길 215 (남외동, 동천동강병원)",응급실운영신고기관,의료법인동강의료재단동천동강병원,35.5685460268,129.350477985,052-702-3114,052-702-3456,Youngnam
301,"서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)",지역응급의료기관,의료법인동신의료재단동신병원,37.58110428173239,126.93658306608872,02-396-9161,02-396-9161,Seoul_Gyungi
302,경상북도 문경시 당교3길 25 (모전동),지역응급의료센터,의료법인동춘의료재단문경제일병원,36.5848214366,128.189771534,054-550-7700,054-550-7777,Seoul_Gyungi
303,"강원특별자치도 동해시 하평로 26-  (평릉동, (평릉동))",지역응급의료기관,의료법인동해동인병원,37.530006805605616,129.1074043067605,033-530-0114,033-530-0129,Seoul_Gyungi
304,"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",지역응급의료기관,의료법인록향의료재단신천연합병원,37.44454605843136,126.78938385106557,031-310-6300,031-310-6661,Seoul_Gyungi
305,경상북도 영양군 영양읍 동서대로 75,응급실운영신고기관,의료법인명성의료재단영양병원,36.66257764096643,129.1173135291313,054-682-0727,054-682-3866,Seoul_Gyungi
306,경기도 수원시 권선구 호매실로90번길 98 (호매실동),지역응급의료센터,의료법인명인의료재단화홍병원,37.2601427452511,126.963891671858,031-278-0119,031-8021-6829,Seoul_Gyungi
307,"충청북도 제천시 내토로 991-0 (고암동,의료법인명지의료재단명지병원)",지역응급의료센터,의료법인명지의료재단명지병원,37.1630057642892,128.23405656001103,043-640-8114,043-640-8117,Seoul_Gyungi
308,경기도 고양시 덕양구 화수로14번길 55 (화정동),권역응급의료센터,의료법인명지의료재단명지병원,37.64207169115689,126.83145733035823,031-810-5114,031-810-7119,Seoul_Gyungi
309,전라남도 목포시 영산로 627 (석현동),지역응급의료센터,의료법인목포구암의료재단 목포중앙병원,34.8208073192579,126.421380872161,061-280-3000,061-280-3119,Honam
310,경상남도 진주시 동진로 7 (칠암동),응급실운영신고기관,의료법인바른의료재단바른병원,35.179208158439586,128.09170475475878,055-790-3000,055-790-3651,Youngnam
311,경기도 평택시 중앙로 338 (합정동),지역응급의료센터,의료법인백송의료재단굿모닝병원,36.9905734199,127.120463688,031-5182-7700,031-5182-7582,Chungchung
312,충청남도 논산시 시민로294번길 14 (취암동),지역응급의료센터,의료법인백제병원,36.19250243074026,127.09436976296004,041-733-2191,041-730-8888,Honam
313,대구광역시 동구 국채보상로 769 (신천동),응급실운영신고기관,의료법인백천의료재단바로본병원,35.86845464452633,128.61518371219722,1644-8575,053-721-8549,Youngnam
314,강원특별자치도 속초시 중앙로 11 (교동),지역응급의료기관,의료법인보광의료재단속초보광병원,38.19802124533656,128.57838660480326,033-639-8500,033-639-8988,Gangwon
315,경상북도 상주시 냉림서성길 7 (냉림동),지역응급의료기관,의료법인삼백의료재단상주성모병원,36.42029125774357,128.15973341130405,054-532-5001,054-530-7811,Youngnam
316,전라남도 보성군 벌교읍 남하로 12,지역응급의료기관,의료법인삼호의료재단벌교삼호병원,34.833846754024535,127.34573228719375,061-859-5000,061-859-5119,Honam
317,경상남도 밀양시 삼문중앙로 32 (삼문동),지역응급의료기관,의료법인생명사랑의료재단밀양윤병원,35.48468031922943,128.75564526263582,055-354-2200,055-802-7313,Youngnam
318,경상북도 경산시 경안로 208 (중방동),지역응급의료기관,의료법인서명의료재단세명종합병원,35.82621911080917,128.7374074375532,053-819-8800,053-819-8500,Youngnam
319,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",지역응급의료센터,의료법인서울효천의료재단에이치플러스양지병원,37.48427507045319,126.93253922577289,02-1877-8875,070-4665-9119,Seoul_Gyungi
320,경상북도 예천군 예천읍 시장로 136,지역응급의료기관,의료법인서준의료재단예천권병원,36.65741644988633,128.45890491333589,054-654-6611,054-650-2119,Seoul_Gyungi
321,충청남도 서천군 서천읍 서천로 184,지역응급의료기관,의료법인서해병원,36.08449428686221,126.6875810614244,041-951-8282,041-950-0219,Honam
322,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",지역응급의료기관,의료법인석경의료재단센트럴병원,37.336409472880064,126.72768862827668,031-8041-3000,031-8041-3019,Seoul_Gyungi
323,경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),응급실운영신고기관,의료법인석영의료재단창원제일종합병원,35.199036071110854,128.56772923734115,055-223-9000,055-249-7777,Youngnam
